name,geom,natoms,dlpno,wb97x-d3,ani1x,ani1cc,ani2,wb97x,d4atm,d30
omegapdb_2aw1,rmsd24-opt.mol,36,3933.331062516291,4056.8827002136854,,,847849.2258996237,4066.159456953174,-5.5773,-9.27675673948852
omegapdb_2aw1,rmsd2-opt.mol,36,3933.472718808746,4056.803088209753,,,847848.721115767,4065.9687442753057,-5.6148,-9.16565606555287
omegapdb_2aw1,rmsd13-opt.mol,36,3933.1039062195723,4056.720855667812,,,847848.5381615412,4065.869880158583,-5.6198,-9.1490244907709
omegapdb_2aw1,rmsd18-opt.mol,36,3933.3087688255027,4056.851805341567,,,847849.3282047544,4066.165179839505,-5.5718,-9.31337449793819
omegapdb_2aw1,rmsd10-opt.mol,36,3933.406980784296,4056.927310912317,,,847849.2792823119,4066.208477992971,-5.571,-9.28116708065409
omegapdb_2aw1,rmsd4-opt.mol,36,3933.0191291663427,4056.768975181653,,,847848.6766816222,4065.952140374854,-5.6047,-9.18316519320115
omegapdb_2aw1,rmsd23-opt.mol,36,3933.375430252045,4056.9185060037294,,,847849.04207579,4066.146003150187,-5.5816,-9.22749714645761
omegapdb_2aw1,rmsd22-opt.mol,36,3933.5186197119842,4056.985209157785,,,847849.2737654463,4066.2673321060292,-5.568,-9.28212294824425
omegapdb_2aw1,rmsd14-opt.mol,36,3933.1246632783423,4056.703313527064,,,847848.9084086806,4065.9110761551583,-5.6037,-9.20776262809432
omegapdb_2aw1,rmsd21-opt.mol,36,3933.5999946578736,4057.057400916892,,,847849.674374048,4066.4116781091907,-5.5502,-9.35427719229847
omegapdb_2g8n,rmsd221-opt.mol,40,4180.811221420859,4310.89844857556,,,1137769.3625090942,4318.113358188817,-6.3382,-7.21490961325708
omegapdb_2g8n,rmsd249-opt.mol,40,4180.063828634146,4310.249147986771,,,1137769.1330916383,4317.643598325326,-6.2502,-7.39445033855463
omegapdb_2g8n,rmsd19-opt.mol,40,4179.290641778339,4309.409026283543,,,1137768.4532735308,4317.215072108865,-6.0291,-7.80604582532124
omegapdb_2g8n,rmsd187-opt.mol,40,4180.572244416963,4310.797779179842,,,1137768.2451941895,4318.688891048559,-5.9224,-7.89111186871651
omegapdb_2g8n,rmsd200-opt.mol,40,4183.44300697909,4313.065562569352,,,1137771.7882001158,4320.379326256861,-6.262,-7.31376368750898
omegapdb_2g8n,rmsd22-opt.mol,40,4180.4167266858085,4310.466539180714,,,1137768.7316882338,4317.718309602617,-6.3032,-7.25177042190353
omegapdb_2g8n,rmsd183-opt.mol,40,4180.805027542144,4310.564984308317,,,1137769.147192373,4317.924942195716,-6.2813,-7.3599578873982
omegapdb_2g8n,rmsd201-opt.mol,40,4181.75872182161,4311.628113433459,,,1137770.6624509525,4319.349608318591,-6.0457,-7.72149488513242
omegapdb_2g8n,rmsd191-opt.mol,40,4179.865997104859,4309.950401186095,,,1137769.1245171202,4317.737618069101,-6.019,-7.78721688300539
omegapdb_2g8n,rmsd234-opt.mol,40,4180.199171534278,4310.376488705538,,,1137769.228093935,4317.788201607359,-6.2479,-7.41171290182138
omegapdb_1z1r,rmsd1-opt.mol,66,6807.1739220688905,7000.546011571751,,,1302609.6498510141,7016.770786156458,-11.1178,-16.2247745847071
astex_1uml,rmsd243-opt.mol,60,6519.08222627233,6687.288559830146,921190.9486221924,920370.7134693605,921192.6731328086,6699.349258214909,-9.7587,-12.0606983847629
astex_1uml,rmsd172-opt.mol,60,6517.804854831516,6686.711995722574,921190.5656210936,920367.8026610108,921192.6205823256,6699.824050704482,-9.0927,-13.1120549819079
astex_1uml,rmsd249-opt.mol,60,6518.058954918922,6687.648879045343,921191.7146243895,920370.1772678223,921192.8547592466,6699.609160086785,-9.9508,-11.9602810414417
astex_1uml,rmsd155-opt.mol,60,6518.383489087767,6686.891999767541,921190.3358204344,920369.4878658449,921192.6552544236,6699.345832013202,-9.5604,-12.453832245661
astex_1uml,rmsd127-opt.mol,60,6516.268743930445,6685.335922238689,921188.4208149414,920362.2874451905,921192.284670662,6697.488253382694,-9.8865,-12.1523311440051
astex_1uml,rmsd173-opt.mol,60,6522.214948675063,6690.3521362227075,921195.0850340576,920373.7008779296,921197.7513047841,6702.3293446087855,-10.1587,-11.977208386078
astex_1uml,rmsd77-opt.mol,60,6516.4200949059605,6685.828908368188,921190.5656210936,920367.2664594728,921194.4989348206,6697.796027951912,-9.7826,-11.9671195837236
astex_1uml,rmsd198-opt.mol,60,6515.866386571487,6685.312115045881,921188.80381604,920363.1300476077,921193.0944717344,6698.029568150984,-9.843,-12.7174531051032
astex_1uml,rmsd138-opt.mol,60,6521.332202138613,6689.774929313962,921196.0042366944,920373.8540783692,921198.065597815,6702.530706122298,-9.6295,-12.7557768083361
astex_1uml,rmsd212-opt.mol,60,6518.555285214622,6686.937322769062,921186.582409668,920366.1940563964,921192.5532204608,6697.649065234256,-10.5839,-10.7117424651942
omegacsd_VOXMOK,rmsd56-opt.mol,38,4204.196000646761,4315.536637030102,563087.7556086426,562550.902968689,563086.9517198318,4323.89595913215,-4.8498,-8.35932210204828
omegacsd_VOXMOK,rmsd71-opt.mol,38,4203.984260040064,4315.416070293661,563087.7556086426,562550.7880683594,563086.9251827729,4323.796806360913,-4.8496,-8.38073606725266
omegacsd_VOXMOK,rmsd37-opt.mol,38,4204.131932067417,4315.610990015261,563087.8705089722,562550.9795689087,563086.9788366291,4323.988328525926,-4.8516,-8.37733851066423
omegacsd_VOXMOK,rmsd27-opt.mol,38,4204.315241461298,4315.952068172378,563087.2194071045,562550.0986663819,563086.6240741159,4324.219628516199,-4.849,-8.26756034382106
omegacsd_VOXMOK,rmsd54-opt.mol,38,4204.239266640921,4315.857590179178,563088.1003096313,562551.0944692383,563086.9847088185,4324.1947540408755,-4.8506,-8.33716386169726
omegacsd_VOXMOK,rmsd36-opt.mol,38,4204.00473384922,4315.633877870904,563088.0620095215,562551.2093695679,563087.1472599921,4323.993361151864,-4.8505,-8.35948328095947
omegacsd_VOXMOK,rmsd23-opt.mol,38,4204.0041141415895,4315.6327190679995,563087.9471091919,562551.0178690186,563086.9375068898,4323.977353385309,-4.8503,-8.3446343173091
omegacsd_VOXMOK,rmsd20-opt.mol,38,4204.262136173281,4315.863532666889,563088.0620095215,562551.0561691284,563086.947605559,4324.187845161635,-4.8492,-8.32431249474576
omegacsd_VOXMOK,rmsd52-opt.mol,38,4203.954319826971,4315.575532759594,563087.9854093018,562551.0944692383,563087.0212136378,4323.938284645808,-4.8506,-8.36275188621403
omegacsd_VOXMOK,rmsd53-opt.mol,38,4204.08965840421,4315.671111173464,563088.1003096313,562551.2859697876,563087.1874676569,4324.050564915065,-4.85,-8.37945374160063
omegacsd_CBSTHP,rmsd94-opt.mol,27,2689.281190126331,2815.1325928987144,,,1791823.7982563626,2822.507296297404,-5.147,-7.37470339868969
omegacsd_CBSTHP,rmsd100-opt.mol,27,2689.21256680034,2814.9676635012597,,,1791823.2737520488,2822.36032102955,-5.1422,-7.39265752829033
omegacsd_CBSTHP,rmsd110-opt.mol,27,2689.4972999078404,2815.2097616336187,,,1791823.6087707283,2822.5980153413207,-5.144,-7.38825370770201
omegacsd_CBSTHP,rmsd119-opt.mol,27,2689.8290623622884,2815.5176423073162,,,1791823.7047735413,2822.9623536140007,-5.1262,-7.44471130668444
omegacsd_CBSTHP,rmsd104-opt.mol,27,2689.8465472079465,2815.3714760646826,,,1791823.7288233354,2822.7598814086305,-5.1545,-7.38840534394785
omegacsd_CBSTHP,rmsd50-opt.mol,27,2689.7080206328133,2815.406808496296,,,1791823.9049235568,2822.803436841111,-5.1417,-7.39662834481487
omegacsd_CBSTHP,rmsd148-opt.mol,27,2689.5394518039643,2815.3172272511306,,,1791823.4405390532,2822.770781248121,-5.1243,-7.4535539969902
omegacsd_CBSTHP,rmsd75-opt.mol,27,2689.4309076765885,2815.141354795248,,,1791823.5181725738,2822.5419222698347,-5.14,-7.40056747458675
omegacsd_CBSTHP,rmsd212-opt.mol,27,2689.986317888917,2815.603255933397,,,1791823.9793124124,2823.01057771664,-5.1472,-7.40732178324288
omegacsd_CBSTHP,rmsd130-opt.mol,27,2690.1884723803864,2815.832678476287,,,1791824.222868005,2823.2928879518076,-5.1184,-7.46020947552052
omegapdb_1gz8,rmsd171-opt.mol,30,3120.363821805822,3203.2013222559526,510104.7624277344,509684.80172308354,510106.0184501261,3213.3384321123826,-3.7442,-10.13710985643
omegapdb_1gz8,rmsd238-opt.mol,30,3120.244917264175,3203.3081021387115,510105.0305285034,509684.72512286383,510106.2734976304,3213.487176956916,-3.7302,-10.1790748182043
omegapdb_1gz8,rmsd184-opt.mol,30,3121.2516186565003,3203.810576187521,510104.4943269654,509684.72512286383,510105.8740017522,3213.948540743757,-3.7686,-10.1379645562361
omegapdb_1gz8,rmsd87-opt.mol,30,3120.588049394083,3203.5064008481386,510104.80072784424,509684.76342297357,510105.9793271331,3213.655343219512,-3.7542,-10.1489423713733
omegapdb_1gz8,rmsd166-opt.mol,30,3120.6357818444,3203.723164449789,510104.6092272949,509684.5719224243,510106.41682392993,3213.9286800690747,-3.7391,-10.205515619286
omegapdb_1gz8,rmsd176-opt.mol,30,3120.9027985190314,3203.5879429061797,510104.4177267456,509684.6485226441,510105.82377022295,3213.711166461856,-3.7674,-10.1232235556763
omegapdb_1gz8,rmsd122-opt.mol,30,3120.4607360047194,3203.478191673234,510104.91562817385,509684.72512286383,510106.06733516615,3213.639272701961,-3.7507,-10.161081028727
omegapdb_1gz8,rmsd151-opt.mol,30,3120.4988327409037,3203.2641838528602,510104.95392828365,509684.72512286383,510106.1942043749,3213.4376288092462,-3.7371,-10.173444956386
omegapdb_1gz8,rmsd165-opt.mol,30,3120.6827575044704,,510104.80072784424,509684.76342297357,510106.0108761242,,-3.7502
omegapdb_1gz8,rmsd180-opt.mol,30,3120.865501019707,3203.722876874715,510104.72412762453,509684.8400231935,510106.1952890468,3213.8881743328925,-3.755,-10.1652974581775
omegacsd_JUKZUK,rmsd37-opt.mol,40,4456.493726095859,4573.244535134428,659873.3588366699,659296.4059816896,659876.1645785564,4585.370866969824,-5.3297,-12.1263318353967
omegacsd_JUKZUK,rmsd26-opt.mol,40,4454.469970348711,4571.473609696879,659870.6778289796,659294.3377757568,659873.7809933752,4583.475411867685,-5.3338,-12.0018021708056
omegacsd_JUKZUK,rmsd41-opt.mol,40,4455.569681375324,4572.3883386440475,659871.9034324951,659295.2569783935,659874.8712569366,4584.436423794123,-5.3508,-12.0480851500752
omegacsd_JUKZUK,rmsd20-opt.mol,40,4455.696112522172,4572.569549500666,659871.9800327149,659295.4867790528,659875.1796777784,4584.646281785882,-5.3479,-12.0767322852162
omegacsd_JUKZUK,rmsd29-opt.mol,40,4456.011194705165,4572.875627429351,659872.516234253,659295.7931799317,659875.5822406597,4584.975065372237,-5.3445,-12.0994379428857
omegacsd_JUKZUK,rmsd6-opt.mol,40,4455.51477483322,4572.387916234767,659871.2906307373,659294.8739772949,659874.7833798121,4584.436467719891,-5.342,-12.0485514851243
omegacsd_JUKZUK,rmsd38-opt.mol,40,4456.251297140382,4573.008993315034,659872.516234253,659295.8697801514,659875.6711276511,4585.118357159367,-5.3424,-12.1093638443335
omegacsd_JUKZUK,rmsd28-opt.mol,40,4455.342761682842,4572.241200822428,659871.367230957,659294.8739772949,659874.7365706097,4584.316732638081,-5.3396,-12.0755318156525
omegacsd_JUKZUK,rmsd21-opt.mol,40,4455.78848672138,4572.6411431522665,659872.1332331543,659295.4867790528,659875.2441222497,4584.701402217705,-5.3482,-12.0602590654389
omegacsd_JUKZUK,rmsd31-opt.mol,40,4455.567447563973,4572.40997563115,659871.673631836,659295.1803781738,659874.8931560881,4584.465477482613,-5.3449,-12.0555018514633
omegacsd_PNPAUR,rmsd135-opt.mol,27,2873.835537629035,2954.4068638987706,547458.1318753052,547048.3589998779,547457.2450338372,2968.452796308647,-3.0444,-14.0459324098765
omegacsd_PNPAUR,rmsd161-opt.mol,27,2874.357996148862,2954.807338320264,547458.0169749756,547048.3972999878,547457.8586308556,2968.4492885307145,-3.2136,-13.6419502104504
omegacsd_PNPAUR,rmsd85-opt.mol,27,2874.379196366099,2955.079789676153,547458.2084755249,547048.5122003172,547457.9832933181,2968.8325587641834,-3.2026,-13.7527690880306
omegacsd_PNPAUR,rmsd240-opt.mol,27,2874.6888178525764,2955.3017892745856,547458.6680768433,547048.9718016358,547458.5096303531,2969.0178309349194,-3.214,-13.7160416603338
omegacsd_PNPAUR,rmsd145-opt.mol,27,2873.8566325119023,2954.3618537621287,547457.6722739869,547047.8993985596,547457.0641835006,2968.399771758472,-2.9828,-14.0379179963434
omegacsd_PNPAUR,rmsd192-opt.mol,27,2873.9699462711187,2954.3638396764727,547457.4424733276,547047.6312977907,547456.6489318282,2968.4581489643833,-2.9745,-14.0943092879106
omegacsd_PNPAUR,rmsd114-opt.mol,27,2873.8865486882696,2954.5333907828185,547457.4807734375,547047.5929976807,547457.1907347882,2968.5394992919873,-2.9909,-14.0061085091688
omegacsd_PNPAUR,rmsd167-opt.mol,27,2874.035099388235,2954.3596611028643,547457.2509727783,547047.4397972411,547456.5383326978,2968.455532249891,-2.9763,-14.0958711470266
omegacsd_PNPAUR,rmsd90-opt.mol,27,2874.536845548668,2955.170593435165,547458.3999760742,547048.6271006471,547458.174242324,2968.8816551050336,-3.2151,-13.7110616698687
omegacsd_PNPAUR,rmsd130-opt.mol,27,2874.068469012104,2954.51570980871,547457.2509727783,547047.78449823,547457.1330695163,2968.156392210968,-3.214,-13.6406824022579
omegacsd_DABGUI,rmsd228-opt.mol,34,3525.4913478149156,3638.9819887505305,,,820945.5550537312,3649.120596156311,-4.9433,-10.1386074057805
omegacsd_DABGUI,rmsd61-opt.mol,34,3525.240834334379,3639.0915277120225,,,820945.5238974662,3649.213781312472,-4.9208,-10.1222536004493
omegacsd_DABGUI,rmsd229-opt.mol,34,3525.5554580828916,3638.995433086329,,,820945.4789303356,3649.0996624405125,-4.9526,-10.1042293541836
omegacsd_DABGUI,rmsd230-opt.mol,34,3525.1623051613487,3638.7575862746758,,,820945.0710282506,3648.878433977144,-4.95,-10.1208477024684
omegacsd_DABGUI,rmsd119-opt.mol,34,3525.453435018745,3639.0105991593496,,,820945.5228408462,3649.183384753793,-4.9298,-10.1727855944432
omegacsd_DABGUI,rmsd4-opt.mol,34,3525.064754981625,3638.983630813584,,,820945.3977108528,3649.083077365145,-4.9334,-10.099446551561
omegacsd_DABGUI,rmsd104-opt.mol,34,3524.9064931822936,3638.916187385249,,,820945.2446412075,3649.00813390938,-4.942,-10.0919465241309
omegacsd_DABGUI,rmsd227-opt.mol,34,3525.3071435022625,3638.809749705411,,,820945.1806923191,3648.943443958196,-4.9434,-10.1336942527851
omegacsd_DABGUI,rmsd167-opt.mol,34,3524.931444920295,3638.8328194830847,,,820945.074852654,3648.9373069155718,-4.9339,-10.1044874324871
omegacsd_DABGUI,rmsd91-opt.mol,34,3525.5853100932427,3639.245072767459,,,820945.8456616424,3649.4447361726207,-4.9085,-10.1996634051616
omegacsd_DUDNUL,rmsd3-opt.mol,36,3898.562049270356,4013.286433010633,,,990915.6346954652,4017.4723321844936,-5.4214,-4.18589917386043
omegacsd_DUDNUL,rmsd37-opt.mol,36,3898.841186024946,4013.765155355976,,,990916.2751568144,4017.937429652713,-5.4287,-4.17227429673721
omegacsd_DUDNUL,rmsd27-opt.mol,36,3898.535908766477,4013.518068003097,,,990915.9742725721,4017.676699468252,-5.4215,-4.15863146515494
omegacsd_DUDNUL,rmsd44-opt.mol,36,3898.6554900476003,4013.617443722109,,,990916.060167365,4017.7748042987014,-5.4249,-4.15736057659251
omegacsd_DUDNUL,rmsd104-opt.mol,36,3898.6760929516963,4013.491368226403,,,990915.8309275713,4017.677032048321,-5.4198,-4.18566382191784
omegacsd_DUDNUL,rmsd23-opt.mol,36,3898.6715796067515,4013.519511506447,,,990915.8610178656,4017.6890488546974,-5.4214,-4.16953734825029
omegacsd_DUDNUL,rmsd40-opt.mol,36,3898.670853425318,4013.71255139785,,,990916.254697658,4017.8638667175896,-5.4263,-4.15131531973975
omegacsd_DUDNUL,rmsd105-opt.mol,36,3898.7318768938567,4013.5342090276113,,,990915.8604381272,4017.7162827655684,-5.4173,-4.18207373795713
omegacsd_DUDNUL,rmsd29-opt.mol,36,3898.4642358981373,4013.1886644951646,,,990915.5114916994,4017.3713972863065,-5.4145,-4.18273279114192
omegacsd_DUDNUL,rmsd31-opt.mol,36,3898.696776190993,4013.4760739411986,,,990915.8153307376,4017.6515614389577,-5.425,-4.17548749775915
omegacsd_FBPAZD,rmsd24-opt.mol,55,5880.338239044175,6029.400510419396,,,819734.1180444737,6040.361404951361,-8.0849,-10.9608945319651
omegacsd_FBPAZD,rmsd69-opt.mol,55,5881.098272353393,6029.749827920206,,,819734.351230229,6040.796363139773,-8.0466,-11.046535219567
omegacsd_FBPAZD,rmsd3-opt.mol,55,5881.358249185743,6030.38837500907,,,819734.851039556,6041.356446716402,-8.0916,-10.9680717073325
omegacsd_FBPAZD,rmsd239-opt.mol,55,5881.925165338811,6029.774247753673,,,819735.4002949599,6039.0704297208285,-9.0615,-9.29618196715546
omegacsd_FBPAZD,rmsd134-opt.mol,55,5879.4413957929855,6028.30009151694,,,819733.534921125,6039.458927108111,-7.9509,-11.1588355911717
omegacsd_FBPAZD,rmsd108-opt.mol,55,5881.300652578947,6030.3146270641955,,,819735.3451824071,6041.56792995762,-7.8754,-11.2533028934249
omegacsd_FBPAZD,rmsd5-opt.mol,55,5880.5261344755945,6029.218929936502,,,819731.7385735651,6039.5440173921215,-8.3528,-10.3250874556197
omegacsd_FBPAZD,rmsd99-opt.mol,55,5880.873207548869,6029.813706131982,,,819734.7807602978,6040.930850969275,-8.0179,-11.1171448372925
omegacsd_FBPAZD,rmsd17-opt.mol,55,5879.9684350013795,6028.735034416141,,,819733.4673535465,6039.881491984596,-7.8861,-11.1464575684549
omegacsd_FBPAZD,rmsd31-opt.mol,55,5880.442596163037,6029.171047762408,,,819731.612919937,6039.490258655998,-8.3556,-10.31921089359
omegapdb_1dfo,rmsd185-opt.mol,35,3577.688262857241,3667.586797258735,,,,3680.2539126662928,-4.8693,-12.667115407558
omegapdb_1dfo,rmsd45-opt.mol,35,3577.233109201409,3667.321662277333,,,,3680.188977986437,-4.8389,-12.8673157091039
omegapdb_1dfo,rmsd240-opt.mol,35,3581.0166930838286,3670.649573272436,,,,3683.4591180821913,-4.9177,-12.8095448097552
omegapdb_1dfo,rmsd26-opt.mol,35,3575.522634963941,3665.7872163540114,,,,3678.873172206137,-5.2613,-13.0859558521256
omegapdb_1dfo,rmsd86-opt.mol,35,3580.48707305202,3670.3339650350426,,,,3683.4768891503245,-4.7548,-13.1429241152819
omegapdb_1dfo,rmsd4-opt.mol,35,3579.556783507188,3669.15717367766,,,,3681.895157407321,-5.0404,-12.7379837296612
omegapdb_1dfo,rmsd51-opt.mol,35,3577.1566357808783,3666.6955314673132,,,,3679.9647625780512,-4.734,-13.269231110738
omegapdb_1dfo,rmsd123-opt.mol,35,3582.497282740138,3672.312032591997,,,,3685.1632329969257,-5.2204,-12.8512004049285
omegapdb_1dfo,rmsd5-opt.mol,35,3579.8081496325244,3668.7399849986123,,,,3681.7941283828527,-4.8945,-13.0541433842404
omegapdb_1dfo,rmsd142-opt.mol,35,3575.049725253245,3664.5870575424815,,,,3677.7819018640917,-4.7417,-13.1948443216102
astex_1jje,rmsd79-opt.mol,43,4769.559794943768,4888.160748726753,744175.3476556395,743567.8313129883,744176.4066202025,4901.2046975568655,-6.3965,-13.0439488301126
astex_1jje,rmsd84-opt.mol,43,4769.383456295371,4887.967880823061,744175.9604573975,743568.2143140871,744176.8190760395,4901.113162750704,-6.366,-13.1452819276428
astex_1jje,rmsd214-opt.mol,43,4769.410578607475,4888.333604640545,744175.6540565186,743567.2951114505,744175.8175498595,4901.41314992744,-6.3677,-13.0795452868952
astex_1jje,rmsd45-opt.mol,43,4768.658995346429,4887.642078410066,744174.6582536622,743566.6823096924,744175.1588922044,4900.872870549668,-6.3511,-13.2307921396023
astex_1jje,rmsd83-opt.mol,43,4768.693094784488,4887.497958946557,744174.8114541016,743566.2993085937,744174.9087070223,4900.700073267155,-6.3149,-13.2021143205975
astex_1jje,rmsd58-opt.mol,43,4768.606675669488,4887.466585942962,744175.0412547608,743566.6823096924,744175.3642318142,4900.633412936246,-6.3652,-13.1668269932834
astex_1jje,rmsd208-opt.mol,43,4768.5492941905795,4887.614860060066,744174.5816534424,743566.9121103516,744175.4472840187,4900.5227390912205,-6.4347,-12.9078790311542
astex_1jje,rmsd148-opt.mol,43,4766.689234165466,4885.959926786617,744174.7348538819,743566.0695079345,744175.0021945188,4899.601643042168,-6.0681,-13.6417162555508
astex_1jje,rmsd90-opt.mol,43,4768.821559076468,4887.719287792544,744174.7348538819,743566.4525090333,744174.6832261778,4900.839562347026,-6.3846,-13.1202745544824
astex_1jje,rmsd117-opt.mol,43,4767.767920713802,4886.4160443307455,744175.1944552001,743566.3759088134,744175.335488009,4900.120605923133,-6.0983,-13.7045615923871
omegapdb_1sa4,rmsd94-opt.mol,56,6284.799141480167,6456.378302885468,,,1415904.12492978,,-11.5828
omegapdb_1sa4,rmsd13-opt.mol,56,6285.604177464978,6456.406241092507,,,1415904.3986785237,6463.742690125029,-11.886,-7.33644903252207
omegapdb_1sa4,rmsd179-opt.mol,56,6285.138130605092,6456.278304163295,,,1415903.9714674088,6463.4049080530285,-11.9064,-7.12660388973382
omegapdb_1sa4,rmsd14-opt.mol,56,6285.857717678605,6456.690842158744,,,1415904.4848164332,6463.954562422141,-11.9067,-7.26372026339686
omegapdb_1sa4,rmsd211-opt.mol,56,6285.701672361245,6456.471836432543,,,1415904.575199523,6463.838335118406,-11.8885,-7.36649868586301
omegapdb_1sa4,rmsd52-opt.mol,56,6284.512709036497,6456.024092065919,,,1415902.904150268,,-11.5825
omegapdb_1sa4,rmsd42-opt.mol,56,6285.258061478487,6456.0411918465625,,,1415904.2273938712,6463.335781609874,-11.878,-7.29458976331171
omegapdb_1sa4,rmsd203-opt.mol,56,6285.444248375353,6456.173195948939,,,1415904.0036335406,6463.398858861799,-11.9149,-7.22566291286057
omegapdb_1sa4,rmsd90-opt.mol,56,6285.457249646784,6456.207240150338,,,1415904.1558803313,,-11.9058
omegapdb_1sa4,rmsd202-opt.mol,56,6285.470954926167,6456.129679804871,,,1415904.14967152,6463.390657313023,-11.9031,-7.26097750815279
omegacsd_KACKII,rmsd24-opt.mol,39,4364.607726295007,4481.8389949597495,646617.7674132079,646039.282553833,646618.2020533852,4493.659654282801,-5.3554,-11.8206593230516
omegacsd_KACKII,rmsd25-opt.mol,39,4364.351736608948,4481.558453354013,646617.3078118897,646038.8229525146,646617.8396981687,4493.357539848917,-5.3518,-11.7990864949043
omegacsd_KACKII,rmsd11-opt.mol,39,4364.085095119088,4481.291640921709,646617.3078118897,646038.8229525146,646618.047973873,4493.132295325044,-5.3526,-11.8406544033351
omegacsd_KACKII,rmsd27-opt.mol,39,4365.29935515901,4482.248711105493,646618.610015625,646040.2017564698,646619.3714418911,4494.07182132734,-5.3604,-11.8231102218469
omegacsd_KACKII,rmsd9-opt.mol,39,4365.246235152142,4482.27702917889,646618.610015625,646040.2017564698,646619.3668787886,4494.099996502448,-5.3621,-11.8229673235583
omegacsd_KACKII,rmsd26-opt.mol,39,4364.905515381398,4481.913366663554,646618.1504143067,646039.8187553711,646619.0574480798,4493.753705402003,-5.3611,-11.8403387384487
omegacsd_KACKII,rmsd10-opt.mol,39,4364.52626407058,4481.650776797829,646617.8440134277,646039.282553833,646618.4121431097,4493.431548315761,-5.362,-11.7807715179315
omegacsd_KACKII,rmsd23-opt.mol,39,4364.8945357145,4482.0543131875265,646618.2270145264,646039.5889547119,646618.8240192084,4493.92790203067,-5.3559,-11.8735888431438
omegacsd_KACKII,rmsd22-opt.mol,39,4365.1369014333,4482.195994831208,646618.4568151856,646039.8187553711,646618.976172493,4494.073402651173,-5.3552,-11.8774078199649
omegacsd_KACKII,rmsd20-opt.mol,39,4364.81634376132,4482.007063774565,646618.1504143067,646039.5123544922,646618.8135091118,4493.879370448363,-5.357,-11.8723066737985
omegacsd_GIKJOZ,rmsd47-opt.mol,38,4225.836007248206,4343.6569640729085,,,802091.872668878,4350.0196866349825,-5.6195,-6.36272256207394
omegacsd_GIKJOZ,rmsd45-opt.mol,38,4225.49554486306,4343.361049283261,,,802091.5352237123,4349.719994387716,-5.6174,-6.35894510445451
omegacsd_GIKJOZ,rmsd37-opt.mol,38,4225.5847637300485,4343.367204389348,,,802091.3380939469,4349.693839792988,-5.6207,-6.32663540363956
omegacsd_GIKJOZ,rmsd86-opt.mol,38,4225.612146067169,4343.499927025845,,,802091.825429547,4349.899769575493,-5.6117,-6.39984254964838
omegacsd_GIKJOZ,rmsd1-opt.mol,38,4225.805980371166,4343.467759977483,,,802091.2870956667,4349.788455670732,-5.6242,-6.32069569324904
omegacsd_GIKJOZ,rmsd40-opt.mol,38,4225.66060142529,4343.520789038816,,,802091.6785126093,4349.891850405991,-5.6247,-6.37106136717557
omegacsd_GIKJOZ,rmsd50-opt.mol,38,4225.9468019303295,4343.827866605053,,,802092.0603919198,4350.248871918308,-5.6155,-6.42100531325559
omegacsd_GIKJOZ,rmsd107-opt.mol,38,4225.891424606153,4343.47788073825,,,802091.6331434023,4349.797485532093,-5.6293,-6.3196047938427
omegacsd_GIKJOZ,rmsd38-opt.mol,38,4225.918521959253,4343.7290277021575,,,802091.854940103,4350.11274001412,-5.6163,-6.38371231196288
omegacsd_GIKJOZ,rmsd98-opt.mol,38,4225.909237265683,4343.465658957744,,,802091.6365283269,4349.850673234644,-5.6187,-6.38501427689971
omegacsd_FEYJEY,rmsd56-opt.mol,48,5371.599586077746,5536.814269970331,,,1087220.2708274624,5550.815415709693,-8.1163,-14.0011457393621
omegacsd_FEYJEY,rmsd79-opt.mol,48,5371.243259813741,5536.621084912041,,,1087219.744406272,5550.54445712105,-8.1701,-13.9233722090094
omegacsd_FEYJEY,rmsd103-opt.mol,48,5372.025439245568,5537.215028999387,,,1087220.3841943764,5550.947010720462,-8.263,-13.7319817210746
omegacsd_FEYJEY,rmsd134-opt.mol,48,5371.760811402882,5536.857448345949,,,1087220.2846102759,5550.688508194741,-8.2064,-13.8310598487924
omegacsd_FEYJEY,rmsd137-opt.mol,48,5371.99821527187,5536.941705755493,,,1087220.0861340212,5550.884937483769,-8.167,-13.9432317282763
omegacsd_FEYJEY,rmsd72-opt.mol,48,5371.8520720953165,5536.9997470122535,,,1087219.837239225,5551.000129396987,-8.1153,-14.0003823847337
omegacsd_FEYJEY,rmsd93-opt.mol,48,5372.156485940992,5537.044282530822,,,1087220.1399000848,5550.881975639151,-8.2247,-13.8376931083294
omegacsd_FEYJEY,rmsd133-opt.mol,48,5371.88286353505,5536.76554278763,,,1087220.0173321608,5550.4863936698375,-8.2726,-13.7208508822077
omegacsd_FEYJEY,rmsd7-opt.mol,48,5372.027404692449,5537.175611142379,,,1087220.2282260389,5550.964719037741,-8.2411,-13.7891078953617
omegacsd_FEYJEY,rmsd75-opt.mol,48,5372.0854040240865,5537.211469106189,,,1087220.2177720459,5550.969218280564,-8.2301,-13.757749174375
omegapdb_1p1o,rmsd25-opt.mol,20,2028.832502347179,2082.922997581738,461177.367880249,460876.8652182617,461177.7983154644,2096.279870093533,-2.0497,-13.3568725117952
omegapdb_1p1o,rmsd27-opt.mol,20,2025.4215518072488,2079.645865576475,461172.3122657471,460872.8054066162,461172.48843513173,2093.041092921021,-1.9574,-13.3952273445461
