name,geom,natoms,dlpno,mp2,wb97,b973c,pbe,pbeSVP,pbeh3c,b3lypTZ,b3lypSVP,gfn0,gfn1,gfn2,pm7E,pm7HOF,mmff,uff,gaff,ani1x,ani1cc,ani2,bob,bat,battynatoms
astex_1tow,rmsd103-opt.mol,34,3819.086033118155,3949.058929374639,3917.7387787828693,3977.780575291759,4096.347258291389,4161.417044618745,-224595.43901928308,3926.4250741634796,3988.1119636008452,3842.229315171183,5715.51,6944.18,3780.3862552645032,-41.385870000000004,16.163662528192006,109.13928384630577,38.918169110672004,516916.7816679077,516440.3283012085,516916.7167223766,,,
astex_1tow,rmsd160-opt.mol,34,3819.320958971751,3949.278079442472,3917.7949651705762,3977.7503190687103,4096.29874019176,4161.5687380104155,-224595.28683360264,3926.452329158761,3988.3784374697607,3842.473691366296,5715.75,6944.27,3780.4598177810008,-41.44368,16.02531833176694,110.02922969899606,39.15728259970871,516917.1263688965,516440.5964019775,516917.1407729822,3818.988472,3819.717112,3819.2738729999996
astex_1tow,rmsd102-opt.mol,34,3819.331257121847,3949.3199190417217,3917.8065726242376,3977.787092462701,4096.332354137666,4161.657845597522,-224595.2382324302,3926.4778766875866,3988.4584812780395,3842.487597420405,5715.76,6944.3,3780.457050538998,-41.44101,15.878397711031349,109.6658033636965,39.12213513009686,516917.24126922607,516440.6730021973,516917.18743257475,,,
astex_1tow,rmsd110-opt.mol,34,3819.4011218994874,3949.3398179084693,3917.816164799903,3977.77867206939,4096.30306112533,4161.606218188397,-224595.23559965086,3926.4721152558445,3988.433866308597,3842.4540444238373,5715.75,6944.27,3780.445981571005,-41.44875,15.948656398885847,110.42150117067231,39.18854161866162,516917.20296911616,516440.7113023072,516917.2230958385,,,
astex_1tow,rmsd186-opt.mol,34,3819.2741089472215,3949.2033605496094,3917.7959224488336,3977.789218658672,4096.3563799159065,4161.612075394435,-224595.29901994704,3926.476950056879,3988.383035795753,3842.444554155116,5715.71,6944.3,3780.461432005503,-41.4099,16.08071802913359,109.4959294140373,39.16981918156928,516916.97316845704,516440.5198017578,516917.0130809189,3819.533461,3819.707288,3819.210318
astex_1tow,rmsd109-opt.mol,34,3819.161436774411,3949.154064237817,3917.737199558631,3977.7514471794775,4096.327082684121,4161.505296084605,-224595.37628001915,3926.420929562557,3988.2398135152616,3842.331981241138,5715.63,6944.2,3780.4358350169987,-41.43457,16.172836210073328,109.76710318685528,39.06129522520739,516916.8965682373,516440.3666013184,516916.9322915643,,,
astex_1tow,rmsd154-opt.mol,34,3819.1227561909277,3949.1132591557453,3917.710923379594,3977.714772136925,4096.286954136353,4161.462643518625,-224595.44526622203,3926.3879615880846,3988.20332190878,3842.3528445636402,5715.61,6944.21,3780.4473651920007,-41.41277,16.23495598289947,109.42723570620727,39.11656990624014,516916.8582681274,516440.3666013184,516916.88591249037,,,
astex_1tow,rmsd155-opt.mol,34,3819.3355596254814,3949.305424876919,3917.7702273643145,3977.726179882602,4096.258070639742,4161.580415849976,-224595.29664229546,3926.4245289976366,3988.4058378583613,3842.4454506659736,5715.74,6944.24,3780.449210019997,-41.44291,16.026208516586742,110.5705380926528,39.2306999290626,516917.1646690064,516440.6730021973,516917.2000559114,3818.7467490000004,3819.2253049999995,3819.3559969999997
astex_1tow,rmsd187-opt.mol,34,3819.2851422297276,3949.2331675279997,3917.861238973224,3977.845405715973,4096.436706864578,4161.711524493184,-224595.21205410126,3926.544959036124,3988.473514258894,3842.483685599794,5715.7,6944.37,3780.456819935504,-41.39423,15.666980518385316,107.32446839824524,39.02653090404637,516917.1646690064,516440.6730021973,516917.0407400522,3819.094622,3819.243326,3819.1563899999996
astex_1tow,rmsd158-opt.mol,34,3819.3709413321203,3949.382097331632,3917.7858013360774,3977.7733454144286,4096.328802779177,4161.616330908838,-224595.21915452086,3926.4613659157317,3988.4134226669457,3842.4272922519012,5715.73,6944.23,3780.4249966525,-41.45816,16.088694444392495,109.94789575974238,39.32385770589582,516917.1646690064,516440.55810186773,516917.1289350976,3818.5474759999997,3819.921093,3819.2753880000014
omegacsd_DUMTAG,rmsd124-opt.mol,40,4788.010103072349,4982.77962896343,4916.899020936033,5035.6400520541165,5176.894456017083,5266.264922376482,56327.313838403395,4933.785077794722,5018.5400423098,4648.6929982463425,7276.22,8927.07,4770.418505344989,-54.384280000000004,129.9778802791456,140.43722020132586,52.80631494802918,719996.8713000489,719340.1010161133,719999.011364015,4789.59666,4789.111265,4787.668338
omegacsd_DUMTAG,rmsd100-opt.mol,40,4788.18551945766,4982.933158759618,4917.078325725259,5035.793905907576,5177.0597651066855,5266.491157606766,56327.50383070287,4933.940071404922,5018.742461262039,4648.661385956461,7276.3,8927.15,4770.447330782497,-54.37989,129.56558142773184,139.00722601701187,51.75581837182799,719997.1777009277,719340.4074169922,719999.4476639327,,,
omegacsd_DUMTAG,rmsd110-opt.mol,40,4788.151811668263,4982.931757446915,4917.124181873905,5035.842493250318,5177.108028145033,5266.571463683907,56327.51201831961,4934.001404540686,5018.8319495045225,4648.708539895092,7276.33,8927.14,4770.453787680491,-54.40791,129.54855609085206,138.924782449053,51.56763418272572,719997.3309013672,719340.5606174315,719999.3404123241,,,
omegacsd_DUMTAG,rmsd18-opt.mol,40,4788.277591209348,4983.154296469354,4917.155334105081,5035.907808352838,5177.214258298784,5266.771278576721,56327.51489494668,4934.081457259492,5018.988413653056,4648.959786639933,7276.46,8927.26,4770.430266123497,-54.38457,129.86405925349635,138.1316036592983,51.45845069280424,719997.4075015871,719340.5606174315,719999.5290891294,4789.190417,4787.674033,4787.931229
omegacsd_DUMTAG,rmsd182-opt.mol,40,4787.954733746477,4982.590878205842,4916.996620551081,5035.674420199928,5176.903828770217,5266.214803871755,56327.501888576044,4933.806528196325,5018.5041540737575,4648.293057970931,7276.12,8926.9,4770.433955779488,-54.30823,129.009746450835,140.4303840521851,52.409808516630356,719996.7946998291,719340.0244158936,719999.2636811384,4789.305979,4788.9111969999985,4788.203047
omegacsd_DUMTAG,rmsd140-opt.mol,40,4788.137756477147,4982.931716294258,4917.086008021146,5035.784057553666,5177.0633637134415,5266.552213860829,56327.54135405277,4933.943007793441,5018.828121248138,4648.775699990845,7276.37,8927.16,4770.415276895988,-54.3754,129.70345875493075,138.63849761824687,51.79871616038388,719997.3309013672,719340.4840172121,719999.5564490426,4786.967426,4787.306240999998,4788.1435329999995
omegacsd_DUMTAG,rmsd128-opt.mol,40,4788.09942205486,4982.916206996022,4916.972350644133,5035.686948194824,5176.9654674828835,5266.382864136096,56327.357595845984,4933.863524597662,5018.647917036473,4648.757783507401,7276.27,8927.07,4770.43349457249,-54.394890000000004,129.83302482098554,139.84357911339114,52.45521307124106,719997.101100708,719340.2542165527,719999.053292194,4786.777904,4788.316658,4788.076513
omegacsd_DUMTAG,rmsd117-opt.mol,40,4788.1600840139945,4982.935936415318,4917.057687105009,5035.788097950381,5177.043823155804,5266.44003552854,56327.449246615324,4933.956874042711,5018.719709429121,4648.655932147417,7276.27,8927.08,4770.420811379995,-54.38969,129.72667561810871,139.56242946334828,51.705577165628675,719997.0245004883,719340.2542165527,719999.015253873,,,
omegacsd_DUMTAG,rmsd116-opt.mol,40,4788.136840273787,4982.889983896191,4917.122800308137,5035.785706423227,5177.051096752304,5266.424259584689,56327.573978810964,4933.965019280739,5018.704049184921,4648.541687317926,7276.31,8927.05,4770.465779062492,-54.373619999999995,129.03122183289423,139.5429213934917,52.01552274286045,719997.0245004883,719340.177616333,719999.2867771692,,,
omegacsd_DUMTAG,rmsd120-opt.mol,40,4788.210592539127,4982.982595161061,4917.074806460658,5035.734264139494,5177.00030058304,5266.390879031455,56327.522021909266,4933.91508175151,5018.674169133556,4648.512466143464,7276.24,8927.02,4770.425654053488,-54.38565,129.13565654375898,139.87348867643996,52.09538514248076,719997.101100708,719340.2542165527,719999.3097609925,,,
omegacsd_SAVYET,rmsd157-opt.mol,35,3984.7370207390113,4133.1930286228935,4095.595919012306,4173.253633240678,4294.431317053525,4358.89701879525,65476.000052364005,4105.936417100403,4166.963362764639,3894.2402278050013,5981.68,7293.21,3974.385139295492,7.51089,87.31310660440542,138.4903389428627,139.50250783889848,,,779820.823532508,,,
omegacsd_SAVYET,rmsd161-opt.mol,35,3984.707510509821,4133.142612038482,4095.4507090165034,4173.047132969351,4294.220191727909,4358.797537952106,65475.90251259457,4105.755111999936,4166.857245286456,3894.176125278631,5981.58,7292.92,3974.3862923129936,7.5879,87.18392913907772,136.36714487292824,137.95823241596094,,,779821.0043360916,3984.242007,3983.825343,3984.7165979999995
omegacsd_SAVYET,rmsd169-opt.mol,35,3984.959025365599,4133.18436645465,4095.8919194720697,4173.4551888190745,4294.546975146703,4358.9746225780955,65475.99455981372,4106.104823936355,4166.8622012352,3893.8582656714893,5981.17,7292.73,3974.3625401524955,7.6319,86.9071592206332,138.5756770257676,135.77541214210493,,,779821.1738441263,3982.893415,3984.2943649999997,3985.1085299999995
omegacsd_SAVYET,rmsd162-opt.mol,35,3984.9339691232653,4133.415035010284,4095.6683695010465,4173.326423026393,4294.5438030411215,4359.122122500954,65476.04980186567,4106.042083407331,4167.220650348565,3894.401312353412,5981.66,7293.18,3974.370611274992,7.5430399999999995,87.46956595710225,136.620064308931,138.32211342349126,,,779820.9897304233,3985.219968,3984.5893909999995,3984.9693270000002
omegacsd_SAVYET,rmsd159-opt.mol,35,3984.744501044048,4133.15574387202,4095.741727953428,4173.367278245841,4294.5623858047165,4359.094224383185,65476.089767015575,4106.082259136949,4167.087709147469,3894.3824045047822,5981.8,7293.23,3974.440253531994,7.47997,87.12754912265859,137.17951137699615,138.34309842861649,,,779821.0379702706,,,
omegacsd_SAVYET,rmsd200-opt.mol,35,3984.9675459959967,4133.26259702351,4095.933817513193,4173.505337419825,4294.714663849465,4359.280263406828,65476.20431532191,4106.251359687699,4167.234536262159,3894.410403319032,5981.78,7293.21,3974.4492470684972,7.5026399999999995,86.8691214071437,135.63810518474483,136.94708129332727,,,779821.3667754635,3983.7134229999997,3984.295083,3984.6357420000004
omegacsd_SAVYET,rmsd132-opt.mol,35,3984.0748429900927,4132.511402848322,4095.034700657014,4172.63921521562,4293.905974984611,4358.5614105540035,65475.37012940825,4105.412572189328,4166.655219010165,3894.367022973851,5981.59,7292.83,3974.3890595549983,7.53067,87.86383829061077,138.15306436361118,139.3058910945733,,,779820.3168598262,,,
omegacsd_SAVYET,rmsd129-opt.mol,35,3985.3539963941334,4133.858521779746,4096.085289993831,4173.754151270273,4294.918159497546,4359.44186319007,65476.496844096866,4106.416917062109,4167.444750498463,3894.262840275635,5981.71,7293.24,3974.4028957649934,7.52508,86.8450796025591,135.36782240345406,136.87680681334254,,,779821.3907224006,,,
omegacsd_SAVYET,rmsd116-opt.mol,35,3984.8740426316936,4133.300599327011,4095.5370375667767,4173.078717676392,4294.202022109726,4358.788371858426,65475.98836976223,4105.757657198366,4166.775964951955,3894.1466235459475,5981.41,7292.72,3974.381680242996,7.587160000000001,86.68424519793643,135.32887952524564,136.6806870545395,,,779821.3152628994,,,
omegacsd_SAVYET,rmsd91-opt.mol,35,3985.5735888705817,4134.073292257618,4096.4944930206075,4174.178519784657,4295.337328839206,4359.867881290692,65476.80028985661,4106.85903607743,4167.862302334145,3894.4932941158227,5981.99,7293.56,3974.4536285349923,7.500380000000001,86.70870295081377,133.89187159251836,136.40387463139714,,,779821.8055439446,3984.449081,3984.242634,3985.479456
omegacsd_COKBOT,rmsd178-opt.mol,49,5444.744037071168,5641.5197873854395,5602.010781710121,5688.660456256898,5878.454154951972,5959.021457516311,-428674.7405005701,5616.832542781991,5691.470573881082,5560.047186670044,8251.12,10044.77,5433.726182141499,-5.144830000000001,97.21669797708418,234.0014237274757,58.49007542151348,,,1017486.1561609623,,,
omegacsd_COKBOT,rmsd60-opt.mol,49,5445.047446429199,5641.901506389816,5602.377545769497,5689.021273253345,5878.766574112959,5959.2528166838965,-428674.2652504053,5617.1651845852075,5691.74436767049,5559.896512786108,8251.21,10045.21,5433.8251110429965,-5.23915,97.33591893109224,232.94212566113387,57.77445755284746,,,1017485.9450987731,5445.223237,5445.05169,5445.126697
omegacsd_COKBOT,rmsd25-opt.mol,49,5445.0800454180935,5641.92832711347,5602.377713109863,5689.002468195231,5878.801881786603,5959.355031186061,-428674.3203774472,5617.159680883562,5691.773725952108,5559.895974551779,8251.17,10045.16,5433.862007602986,-5.20032,97.35353228943876,233.82218155224584,59.21875274314619,,,1017485.8892194695,5445.111432,5444.11868,5445.32372
omegacsd_COKBOT,rmsd62-opt.mol,49,5443.091894678063,5640.064463927806,5600.591352428543,5687.330463252496,5877.310051162258,5956.781273623565,-428676.62966319866,5615.507724798586,5689.091894528238,5559.507715099075,8249.67,10044.05,5433.277658334004,-4.39536,95.43732391555731,215.12029617107018,51.46161975032721,,,1017484.2905627127,5440.973127,5442.460708,5443.1940479999985
omegacsd_COKBOT,rmsd1-opt.mol,49,5445.061737315971,5641.867571528715,5602.298836995681,5688.937004841097,5878.745791230836,5959.271957401952,-428674.403904708,5617.111812048401,5691.725792497996,5560.1626143730955,8251.28,10045.17,5433.805740349003,-5.22797,97.06183064471806,233.08327687846585,58.45850888352074,,,1017485.8992807366,,,
omegacsd_COKBOT,rmsd22-opt.mol,49,5445.119809615005,5642.030176537541,5602.395290364944,5689.032628051082,5878.819562043464,5959.3709149160095,-428674.2728717783,5617.161742459796,5691.798146117449,5559.856782339718,8251.15,10045.25,5433.842406305499,-5.1801900000000005,97.40850431565208,234.3620141071274,59.20018622749544,,,1017485.7278651751,5445.430529,5444.985503,5445.751352
omegacsd_COKBOT,rmsd59-opt.mol,49,5444.873124501285,5641.7490289332845,5602.187686680822,5688.8605953724955,5878.678045740928,5959.294119074162,-428674.5738939993,5617.029737343969,5691.667878614892,5560.197874061761,8251.29,10045.16,5433.696895497003,-5.17347,97.27688512950957,233.60245055848569,58.88199822945685,,,1017485.9496992781,5447.470461999998,5444.996227000001,5445.181222
omegacsd_COKBOT,rmsd20-opt.mol,49,5442.966285343339,5639.611671010397,5600.46905874531,5687.166130631495,5877.120702053609,5956.469857714049,-428676.5696136888,5615.305175194493,5688.810240852653,5559.278750662653,8249.57,10043.67,5433.2758135059885,-4.34441,95.70185064211029,217.87624212814129,51.502698536031424,,,1017484.4786410781,,,
omegacsd_COKBOT,rmsd152-opt.mol,49,5445.087979747541,5641.800856994717,5602.318648065108,5688.954453083853,5878.686032513945,5959.156552602904,-428674.31758732244,5617.102164575439,5691.661317134232,5559.992252390233,8251.2,10045.03,5433.811966643492,-5.22539,97.28961397065927,233.52173588412103,57.799521462335214,,,1017486.0289738324,,,
omegacsd_COKBOT,rmsd21-opt.mol,49,5444.892177201152,5641.765850199977,5602.2690842755965,5688.925777738476,5878.7759562372585,5959.300048722964,-428674.4728025941,5617.108746082401,5691.707574572081,5560.224556634104,8251.26,10045.2,5433.836410614504,-5.21583,96.88867792064192,230.598301937146,57.903799120865486,,,1017485.8540424381,,,
omegacsd_DEBBER,rmsd168-opt.mol,48,,5735.1777733387635,5681.239932764439,5788.891455302556,5977.253407783833,6076.990461056113,-1265436.988904563,5710.216898926607,5805.028067786126,5709.633332167369,8221.04,10420.2,5503.683212918995,138.01826,143.09070052599816,434.7390682099871,300.8420658763856,752666.4054121093,751924.7620847169,752667.0565259198,,,
omegacsd_DEBBER,rmsd243-opt.mol,48,5534.298914517674,5737.006888615412,5682.552386172633,5790.16601776432,5978.130270937761,6077.448996841637,-1265435.545359371,5711.424628315549,5806.02442382389,5709.2065445105245,8221.3,10420.61,5503.642626702993,137.96088,143.5671766120053,433.8066897972116,301.2124595350232,752667.2480145264,751925.1450858155,752669.4795333139,,,
omegacsd_DEBBER,rmsd217-opt.mol,48,5533.477093397524,5736.820760081302,5681.859304309699,5789.694671181014,5977.294930454416,6076.398391796419,-1265436.4563437786,5710.7345302281565,5804.88031566163,5709.898373255815,8221.5,10420.96,5504.012745320497,137.24899,142.14802231963134,437.2473230520477,301.0449036979253,752665.4862094726,751923.6896816406,752668.4245402903,,,
omegacsd_DEBBER,rmsd170-opt.mol,48,5534.132073272613,5736.87305321322,5682.589040730172,5790.391857029187,5978.355705438333,6077.975075515124,-1265435.6289275077,5711.50020846197,5806.154276993944,5709.541208919142,8221.63,10420.71,5503.65853834449,137.85573,142.91751053905242,438.77894959406603,301.5959221390396,752667.631015625,751925.7578875731,752669.4832361594,,,
omegacsd_DEBBER,rmsd109-opt.mol,48,5533.597104757359,5736.873728255314,5681.267308862773,5789.274768212924,5977.007281111538,6076.507085315126,-1265437.402546085,5710.293757000526,5805.10547183402,5711.101362632115,8222.11,10421.07,5503.435775363498,136.06162,143.9625828494531,440.40645148656057,305.1305713594905,752665.0266081544,751923.9960825195,752667.164600383,,,
omegacsd_DEBBER,rmsd250-opt.mol,48,5530.640704680957,5733.706781882176,5679.2235148005675,5787.258005133337,5975.258690162307,6074.065709168122,-1265439.3491606135,5708.231479930557,5802.261063002321,5710.243704823396,8220.81,10420.35,5504.179471651001,136.86021000000002,144.3520601332258,441.6233935726513,304.4984492640344,752663.1882028809,751921.0086739501,752665.4034111531,5542.106682,5542.470248,5527.43369
omegacsd_DEBBER,rmsd111-opt.mol,48,,5732.604335182343,5678.809224730888,5786.41283443545,5974.430749189656,6073.2935830004135,-1265440.0986361385,5707.7113030088185,5801.769720286902,5710.109701281966,8220.32,10419.16,5503.405566305005,137.90305,143.72448134962988,439.507971541073,304.485913954235,752663.8010046388,751921.621475708,752664.6191372725,,,
omegacsd_DEBBER,rmsd151-opt.mol,48,,5736.135572422448,5681.926415939133,5789.63204272331,5977.814833671633,6077.539097966335,-1265436.4158283973,5710.880915030968,5805.700596463647,5709.714597169327,8221.4,10420.44,5503.671452140499,137.95773,142.698322260925,436.3705300184631,300.6903320721052,752667.5544154053,751926.1408886719,752667.6817644598,,,
omegacsd_DEBBER,rmsd80-opt.mol,48,5532.4938896733165,5735.721422794978,5681.046639192246,5788.931005110226,5977.21061431443,6077.001597818728,-1265437.3499625858,5710.1435337800085,5805.098821488086,5710.522965619668,8221.33,10420.6,5504.01966342549,137.03261,144.04299673463663,437.7958108863117,302.413183430336,752666.5586125489,751924.685484497,752668.000377477,5532.41949,5537.001546,5530.286697
omegacsd_DEBBER,rmsd199-opt.mol,48,5533.154387041559,5736.264909256975,5681.916382196373,5789.647601409501,5977.969969332321,6077.812143497851,-1265435.7815747515,5710.732128162722,5805.705395774104,5709.609028386148,8221.64,10421.15,5503.533551247501,137.67092,143.15895062741592,438.1642465708974,304.56827802595296,752664.8734077149,751922.0810770264,752667.3362964627,,,
omegapdb_2byi,rmsd229-opt.mol,43,4620.273327109663,4820.728569232677,4768.270703259297,4829.568265608741,5043.887999850972,5094.533211890583,-873514.2850764131,4782.790860692868,4828.3963459423685,4951.036331480162,7271.58,8658.64,4652.642610393492,-144.6594,-50.910381603199795,409.9178091587433,141.93298709725218,,,1324007.6470351492,4629.108128,4615.8062009999985,4620.963925
omegapdb_2byi,rmsd78-opt.mol,43,4622.442105173337,4823.658880784065,4770.9350830429385,4832.160366007455,5047.193946750935,5099.44488346534,-873513.7414019781,4785.715333556401,4832.881523937718,4952.0422037555045,7274.5,8657.98,4652.191780550993,-147.05208000000002,-52.33570164310319,452.9743969913221,147.61017806092806,,,1324009.814938935,4641.908478,4618.053909,4617.472028
omegapdb_2byi,rmsd68-opt.mol,43,4611.296906664489,4812.375203156021,4759.573281158682,4821.940288747907,5035.998931545534,5084.65490403838,-873520.7756420822,4774.633103198451,4818.364179140492,4948.25121222615,7268.29,8652.04,4652.169642614986,-136.9064,-42.41518478947,276.30318311840443,129.5533592517005,,,1324003.308759013,4630.305781,4615.280221,4606.100952000002
omegapdb_2byi,rmsd114-opt.mol,43,4612.77976744688,4813.978623480043,4760.540972925257,4822.669456295829,5036.866286636999,5088.147506875172,-873521.1593777181,4776.068524905934,4822.342838856387,4947.329201345987,7269.03,8656.48,4654.032227084496,-144.5731,-45.61378337284936,421.5730914158541,145.45360365058647,,,1324001.3819329052,,,
omegapdb_2byi,rmsd235-opt.mol,43,4620.130258525775,4820.644424447191,4768.170140786753,4829.3392436743325,5043.628243075216,5094.139864071481,-873514.5667852919,4782.610405542705,4828.082575463161,4950.73187583421,7271.36,8658.51,4652.665670743497,-144.62736,-51.05181775158986,407.5243788953469,142.68867630194802,,,1324007.1465338762,4629.13376,4615.084403,4620.991883
omegapdb_2byi,rmsd89-opt.mol,43,4619.99785486475,4820.622754379648,4767.945001191823,4829.283007036246,5043.509887612887,5094.339997863433,-873514.6762470875,4782.53129260085,4828.349149311269,4950.871878225603,7271.54,8658.51,4652.796192324492,-144.66921000000002,-50.094334045379924,408.2463822524609,142.8024135410864,,,1324006.7908363012,4628.845851,4615.481511,4620.420083
omegapdb_2byi,rmsd203-opt.mol,43,4617.9926847723045,4818.561666286437,4765.894017568419,4826.950910648548,5041.346523928157,5091.900826951147,-873517.0267030944,4780.324847013143,4826.004271752398,4949.489973210202,7270.73,8656.84,4652.405549995482,-143.68362,-49.217432498283756,401.16392978463,144.36226755153098,,,1324005.503368169,,,
omegapdb_2byi,rmsd180-opt.mol,43,4619.2375620948105,4820.070378227697,4767.294284098858,4829.136634788628,5042.734007273079,5093.8740970664585,-873514.1855770433,4782.169885793119,4828.403291997798,4948.752627418609,7270.48,8658.88,4653.829757211494,-146.72445,-54.67760644063655,411.979369237121,140.37888797912925,,,1324006.4795354684,,,
omegapdb_2byi,rmsd129-opt.mol,43,4617.295577606822,4818.065710223696,4765.686133282379,4828.275225673166,5042.055487649803,5092.953376410915,-873515.3513568945,4781.202201053491,4827.242487422365,4949.958819564329,7271.42,8660.19,4655.107069997984,-146.69133,-53.780030284557064,398.10340038802224,133.06491810897563,,,1324007.177035598,,,
omegapdb_2byi,rmsd164-opt.mol,43,4616.567155954311,4817.356350469575,4764.736521389954,4827.432845863325,5041.440059120608,5092.3759111496365,-873516.5477236005,4780.444392631759,4826.57687786659,4950.320351500573,7271.59,8660.06,4655.327757547488,-146.64128,-52.841631289553696,394.61482343473574,131.95823582716056,,,1324006.8622376334,,,
omegacsd_GASPUL,rmsd178-opt.mol,53,5870.050820832442,6056.7576822868,6012.861797554831,6089.11200409993,6264.065850118761,6361.266481831187,-222454.42798304907,6023.254660697543,6115.505524813634,5833.955888250006,8692.05,10578.95,5809.504731945495,-21.05248,82.17747773179673,193.1909500741171,52.24033759650899,735818.5700843506,735118.4440760498,735821.4703733162,5868.764383,5870.083914,5871.402811
omegacsd_GASPUL,rmsd194-opt.mol,53,5870.256660000714,6056.971730752892,6013.23998656742,6089.58868875895,6264.467092689686,6361.5632159190955,-222453.79826065592,6023.730086538651,6115.958249548395,5833.944583966872,8692.2,10579.27,5809.373287950501,-21.14487,82.52561488949377,191.4267400345343,51.42701555321217,735819.0296856691,735118.9036773681,735821.4922911689,5871.724157,5870.840043,5870.559771
omegacsd_GASPUL,rmsd184-opt.mol,53,5870.239409230734,6056.9576067509115,6013.014401452042,6089.269936261095,6264.2258111453975,6361.369372258344,-222454.24394155486,6023.441187798112,6115.648399307671,5833.918205523885,8692.1,10579.03,5809.471063834508,-21.06326,82.29753157152841,192.07163298452042,51.83079498848896,735818.8764852296,735118.9036773681,735821.511833964,5870.310205,5871.216823,5871.255106000001
omegacsd_GASPUL,rmsd179-opt.mol,53,5870.175980955038,6056.830545034914,6013.1133574344385,6089.388090495336,6264.305404461503,6361.439921063366,-222454.02840843145,6023.548809568232,6115.806622111794,5833.966619229195,8692.07,10579.13,5809.436703913017,-21.15706,82.32279924263882,193.39437025961703,51.94330410783574,735818.7998850099,735118.5206762695,735821.3533970631,5870.558072,5870.871459,5870.784704
