name,geom,natoms,dlpno,wb97,pbe,pbeSVP,b3lypTZ,b3lypSVP
omegacsd_GASPUL,rmsd184-opt.mol,53,5870.239409230734,6018.906932193682,6215.841850179535,6312.985409208509,5943.019754712081,6035.2269684311705
omegacsd_GASPUL,rmsd179-opt.mol,53,5870.175980955038,6018.958751925648,6215.925170886865,6313.059687504423,5943.137193109268,6035.395002916815
omegacsd_GASPUL,rmsd156-opt.mol,53,5869.835349996347,6018.364958540427,6215.391430157811,6312.556123705773,5942.628935539633,6034.963351703288
omegacsd_GASPUL,rmsd155-opt.mol,53,5870.2304624667,6018.931787843706,6215.8559126666905,6312.92848154955,5943.0657637063205,6035.2848248041655
omegacsd_GASPUL,rmsd173-opt.mol,53,5869.840160719848,6018.468503877935,6215.477060099964,6312.602565681533,5942.681401606365,6034.992888573955
omegacsd_GASPUL,rmsd163-opt.mol,53,5870.369383981246,6018.704171334012,6215.6235396353,6312.755119508496,5942.939722154409,6035.18406560877
omegacsd_GASPUL,rmsd176-opt.mol,53,5870.055779181335,6018.798567583482,6215.769617564543,6312.883332243181,5942.991196756107,6035.282057487424
omegacsd_GASPUL,rmsd167-opt.mol,53,5870.276027107179,6019.03437309175,6215.95741232342,6313.01769457069,5943.142244560434,6035.330501218479
omegapdb_1eby,rmsd34-opt.mol,88,nan,nan,10168.683979805573,10342.13465240121,9697.197908274406,9862.859079161046
omegapdb_1eby,rmsd238-opt.mol,88,9587.210870993664,nan,10172.746877713847,10342.665945843106,9705.107100372828,9867.274963695903
omegapdb_1eby,rmsd12-opt.mol,88,9595.14591948785,9845.902662529066,10169.352390341664,10340.588280816655,9698.652952130731,9861.979379911758
omegapdb_1eby,rmsd110-opt.mol,88,9584.48734131456,9837.157797245527,10163.864600406929,10335.13647855005,9694.557204101593,9858.067623934092
omegapdb_1eby,rmsd18-opt.mol,88,9582.974000725493,nan,10163.889926689213,10334.494153582376,9693.92440472794,9856.807076637666
omegapdb_1eby,rmsd149-opt.mol,88,9589.069787255896,nan,10169.15192616676,10339.108952343875,9698.705744502504,9860.952648918503
omegapdb_1eby,rmsd133-opt.mol,88,9570.708213836915,nan,10156.420480676754,10328.434307190548,9687.304888915633,9851.534578926437
omegapdb_1eby,rmsd32-opt.mol,88,9584.359322698689,nan,10169.492180626175,10337.490636798771,9701.37055758898,9861.815286185421
omegapdb_1eby,rmsd30-opt.mol,88,9587.593336564754,nan,10164.447224123587,10336.436797396638,9692.650353427587,9856.964274034532
omegapdb_1eby,rmsd21-opt.mol,88,9593.311746861393,nan,10164.69982806047,10336.811226021595,9691.241946075183,9856.009618779135
omegapdb_1hwk,rmsd34-opt.mol,76,8276.27641129127,nan,8773.249570890388,8915.915208085153,8375.537191020332,8510.95761979877
omegapdb_1hwk,rmsd84-opt.mol,76,8278.662635636018,nan,8780.657257420997,8922.795585858801,8383.299828282079,8517.923000005176
omegapdb_1hwk,rmsd162-opt.mol,76,8281.13273990826,8496.303498328778,8775.574763302013,8920.5915153248,8376.69464478614,8514.217336962323
omegapdb_1hwk,rmsd187-opt.mol,76,8277.367933213298,8494.984297722342,8777.010511242199,8921.45638025046,8378.811441303158,8515.957194816516
omegapdb_1hwk,rmsd226-opt.mol,76,8278.725842421476,8495.756724228058,8777.854931909405,8922.656818414893,8379.69457930464,8516.985519683658
omegapdb_1hwk,rmsd237-opt.mol,76,8277.935181663357,nan,8777.504656123738,8921.993873486119,8379.142860429234,8516.37915100869
omegapdb_1hwk,rmsd131-opt.mol,76,8272.834073766333,8492.087952466976,8776.44365683852,8917.427744359122,8380.166786455147,8513.516433985835
omegapdb_1hwk,rmsd64-opt.mol,76,8276.64159929724,nan,8773.616638829355,8914.979007883112,8375.353468798072,8509.37468323763
omegapdb_1hwk,rmsd139-opt.mol,76,8277.037796287246,8494.060691635275,8775.877963327353,8917.898840817916,8378.483523679986,8512.94997491308
omegapdb_1hwk,rmsd98-opt.mol,76,nan,nan,8772.3054766191,8917.596117699864,8373.068211088916,8510.936773934225
astex_1n2v,rmsd24-opt.mol,27,2788.1924697588934,2873.127329175393,2993.711904167945,3042.6918076805614,2843.263080348824,2889.6605482263303
astex_1n2v,rmsd12-opt.mol,27,2788.3541548489206,2873.1883042704976,2993.6696665056097,3042.564379332693,2843.1943366865366,2889.4050577460266
astex_1n2v,rmsd35-opt.mol,27,2787.913266054687,2872.914001056299,2993.483076565013,3042.470089759918,2843.0222924154136,2889.4442457123487
astex_1n2v,rmsd63-opt.mol,27,2787.474071122453,2872.931872525957,2993.765869982285,3042.4596793778446,2843.502362259598,2889.551443154939
astex_1n2v,rmsd36-opt.mol,27,2787.8142490024825,2872.8931865671802,2993.4449867402054,3042.463300107428,2842.9654463326087,2889.40663906993
astex_1n2v,rmsd8-opt.mol,27,2788.289827002684,2873.1584912955886,2993.6494167750325,3042.5564727133897,2843.165044544472,2889.3853351233934
astex_1n2v,rmsd22-opt.mol,27,2788.1757098054923,2873.0868359893384,2993.6863394322295,3042.669738172579,2843.24279924282,2889.6389054247684
astex_1n2v,rmsd59-opt.mol,27,2787.5578933359543,2873.0412348762206,2993.8560744684582,3042.55189816937,2843.6009879228195,2889.656318812507
astex_1n2v,rmsd64-opt.mol,27,2787.8494609916474,2873.1728424371863,2994.078972106983,3042.685890266283,2843.8383245541945,2889.87304175781
astex_1n2v,rmsd65-opt.mol,27,2787.740137791682,2873.086635186292,2993.9732555867013,3042.562252075618,2843.739228258855,2889.7487572323785
omegacsd_DAFTOT,rmsd147-opt.mol,42,4548.893477252434,4675.334662990424,4850.8743342863145,4929.119758129251,4622.0628011968665,4695.608109645476
omegacsd_DAFTOT,rmsd179-opt.mol,42,4549.4698383857385,4675.75616110075,4851.1323097040895,4929.213313516007,4622.419446203561,4695.807463128738
omegacsd_DAFTOT,rmsd110-opt.mol,42,4549.652237400778,4675.313095489987,4849.3326501975735,4927.7896137576245,4620.241856569185,4694.081153204027
omegacsd_DAFTOT,rmsd182-opt.mol,42,4549.882223229334,4675.776831262648,4850.292513781771,4928.399345883376,4621.355572924907,4694.7495198145625
omegacsd_DAFTOT,rmsd159-opt.mol,42,4549.203728798626,4675.6113570156695,4850.945349532898,4929.016288092937,4622.210742829285,4695.638129698531
omegacsd_DAFTOT,rmsd193-opt.mol,42,4549.661589124863,4675.013089487952,4848.945784334849,4927.396479075325,4619.870546666195,4693.6217472466415
omegacsd_DAFTOT,rmsd66-opt.mol,42,4545.833364092091,4671.844392572886,4846.164210561452,4924.188129836919,4617.114387026264,4690.560178748141
omegacsd_DAFTOT,rmsd201-opt.mol,42,4549.755386221915,4675.200482640664,4849.222045378575,4927.640599084019,4620.120100906922,4693.878900627073
omegacsd_DAFTOT,rmsd235-opt.mol,42,4549.6940198671655,4675.889161732701,4850.990210184826,4928.929214879003,4622.2705570318785,4695.538820049946
omegacsd_DAFTOT,rmsd138-opt.mol,42,4549.235156634597,4675.600940358497,4851.035447342449,4929.228769074218,4622.310171704692,4695.821707593641
omegacsd_CMANPQ,rmsd24-opt.mol,45,5010.5274475181905,5156.126564061014,5356.347359811652,5447.038392685363,5088.344187846198,5174.456480619684
omegacsd_CMANPQ,rmsd238-opt.mol,45,5010.1044834107915,5155.30584442649,5355.408310716645,5445.767792687258,5087.3878320400045,5173.237474450101
omegacsd_CMANPQ,rmsd195-opt.mol,45,5009.599690698209,5155.037847682464,5355.148352368802,5445.671225255017,5087.085378751025,5173.165103783059
omegacsd_CMANPQ,rmsd230-opt.mol,45,5010.22163072956,5155.319411181271,5355.319398899862,5445.7544204604965,5087.314990740844,5173.371755201385
omegacsd_CMANPQ,rmsd54-opt.mol,45,5011.0873885516585,5155.758674084632,5355.735255700152,5446.185506915482,5087.765975521111,5173.8291594034035
omegacsd_CMANPQ,rmsd233-opt.mol,45,5010.666624526976,5155.840802524024,5355.860230485977,5446.424625673807,5087.902069774843,5173.988446407103
omegacsd_CMANPQ,rmsd187-opt.mol,45,5010.3856295844025,5155.767716496048,5356.091304572806,5446.816310809153,5087.999434143959,5174.216734351962
omegacsd_CMANPQ,rmsd244-opt.mol,45,5010.698675769106,5156.320408011118,5356.354256140694,5447.013951191632,5088.445179220211,5174.5908994230185
omegacsd_CMANPQ,rmsd201-opt.mol,45,5010.921291295669,5155.984194712749,5355.950234169103,5446.568833624776,5087.983715031774,5174.117405878006
omegacsd_CMANPQ,rmsd234-opt.mol,45,5010.735748719794,5155.655712331036,5355.695170395291,5446.13301574835,5087.743127901411,5173.726630631328
omegapdb_2j34,rmsd185-opt.mol,52,5335.449922805114,5514.099277401223,5721.2411123426045,5776.022791076168,5422.624729169547,5472.022330363032
omegapdb_2j34,rmsd73-opt.mol,52,5336.399512143677,5514.7396194388275,5721.655017588254,5776.392701633073,5423.051479534301,5472.355820270285
omegapdb_2j34,rmsd119-opt.mol,52,5339.573218013714,5517.421055251124,5724.370156934116,5779.448151914176,5425.705693985783,5475.411785109133
omegapdb_2j34,rmsd18-opt.mol,52,5337.903440323513,5514.497538835742,5718.783107551733,5774.81710693255,5419.480825153723,5470.161808713134
omegapdb_2j34,rmsd250-opt.mol,52,5336.822013445051,5514.192801412481,5718.780635164319,5775.1851851617785,5420.1159965131965,5471.202796721418
omegapdb_2j34,rmsd138-opt.mol,52,5338.214926165636,5514.669783910053,5718.810410488773,5774.482267879937,5419.45592557793,5469.736915776455
omegapdb_2j34,rmsd213-opt.mol,52,5340.156519989595,5518.369924869336,5725.220275387397,5779.737345928187,5426.904387673935,5475.997759726304
omegapdb_2j34,rmsd80-opt.mol,52,5338.087003550565,5514.8747975287215,5719.157504801263,5774.752605234356,5419.8434440506635,5470.0433160999155
omegapdb_2j34,rmsd65-opt.mol,52,5336.504434750742,5514.023857038168,5719.445362219972,5775.3042864590225,5420.463718335368,5471.038075485687
omegapdb_2j34,rmsd139-opt.mol,52,5338.837232156126,5515.383274726488,5719.962756327446,5775.892419708766,5420.546530759982,5471.052960010399
omegacsd_GEJLAI,rmsd207-opt.mol,32,3451.3361119847314,3552.9744332603223,3699.0998688722107,3756.9299568439537,3515.8047452786527,3569.618535668608
omegacsd_GEJLAI,rmsd228-opt.mol,32,3451.6093945874018,3553.2286436212926,3699.4049075001844,3757.1929711627668,3516.290945890362,3570.1338276192632
omegacsd_GEJLAI,rmsd206-opt.mol,32,3451.3091627453423,3553.1375731720077,3699.4290603396876,3757.2851711290646,3516.1815396144,3570.037191161067
omegacsd_GEJLAI,rmsd184-opt.mol,32,3452.211506022335,3553.231988246776,3699.2545060306948,3757.084223771771,3516.0150550772314,3569.8978777838443
omegacsd_GEJLAI,rmsd241-opt.mol,32,3451.523370593159,3553.1346301526173,3699.07658199582,3756.9492904106924,3515.791975460959,3569.643623497176
omegacsd_GEJLAI,rmsd248-opt.mol,32,3451.737208328377,3553.121446178702,3699.056846823059,3756.9506772065774,3515.7283585510336,3569.667242953564
omegacsd_GEJLAI,rmsd1-opt.mol,32,3451.4426784634497,3553.1253053619303,3699.195746043989,3757.00859633057,3516.0499759791323,3569.8304958170434
omegacsd_GEJLAI,rmsd244-opt.mol,32,3451.417043293466,3553.0761964708804,3699.2143830752357,3757.0527102462793,3515.918882975983,3569.891370510625
omegacsd_GEJLAI,rmsd245-opt.mol,32,3451.2228030774622,3553.086456250705,3699.4118226545256,3757.1830816135375,3516.2080330642243,3570.055633664295
omegacsd_GEJLAI,rmsd174-opt.mol,32,3451.5685521095575,3553.0628744448436,3698.9681358093944,3756.8398088336066,3515.708617103102,3569.5658687989
omegacsd_FUNXUH,rmsd34-opt.mol,31,3583.4514936362807,3687.9421622860473,3840.817662414826,3904.3014771518715,3648.5871088689164,3708.9625592853085
omegacsd_FUNXUH,rmsd24-opt.mol,31,3583.4756444187783,3687.947565142581,3840.8545662467236,3904.4209235793114,3648.6020247689844,3709.0369379826748
omegacsd_FUNXUH,rmsd35-opt.mol,31,3583.3948205283127,3687.888880457071,3840.7667149210715,3904.275711613038,3648.5230276019724,3708.9126534572433
omegacsd_FUNXUH,rmsd45-opt.mol,31,3583.0379662579135,3687.7594942796045,3840.6719547161783,3904.211655446493,3648.4350193989,3708.8233274843105
omegacsd_FUNXUH,rmsd15-opt.mol,31,3583.381756627735,3687.947740845229,3840.8506380374706,3904.4040749500437,3648.6215654138696,3709.0696814267744
omegacsd_FUNXUH,rmsd14-opt.mol,31,3583.074167269731,3687.724309823732,3840.6271630902756,3904.2090575572993,3648.3730151883055,3708.851138703995
omegacsd_FUNXUH,rmsd7-opt.mol,31,3583.010758787697,3687.7062877517533,3840.5778220206807,3904.019499496843,3648.348736846952,3708.6477377847286
omegacsd_FUNXUH,rmsd29-opt.mol,31,3583.4792695873953,3688.0195404787005,3840.9620272432862,3904.6077833489794,3648.716633098433,3709.230825858406
omegacsd_FUNXUH,rmsd38-opt.mol,31,3583.395362590457,3687.928162549817,3840.8005125810596,3904.3060642460905,3648.5760835275746,3708.963914705767
omegacsd_FUNXUH,rmsd28-opt.mol,31,3583.25160009145,3687.79377512191,3840.6668405140153,3904.139686385473,3648.436839176377,3708.8067737845126
omegacsd_SPIRIL,rmsd113-opt.mol,57,6056.6201838830475,6216.346496233234,6411.308864677777,6510.818866720824,6135.991478175871,6230.1457604903735
omegacsd_SPIRIL,rmsd94-opt.mol,57,6051.486015947624,6209.498912104483,6401.154575476399,6501.512982871732,6125.041412841389,6219.841113745203
omegacsd_SPIRIL,rmsd12-opt.mol,57,6056.200526533519,6213.820670218942,6405.9247581326,6505.3708671614795,6130.3576918879735,6224.465852256729
omegacsd_SPIRIL,rmsd109-opt.mol,57,6056.139813489547,6215.862309926949,6410.920643394595,6510.452118811727,6135.568593269517,6229.761021884724
omegacsd_SPIRIL,rmsd44-opt.mol,57,6050.975376683567,6209.245781059657,6400.770263577242,6501.0570470417515,6124.765264749386,6219.658163359561
omegacsd_SPIRIL,rmsd36-opt.mol,57,6057.268471777003,6216.325531141865,6410.8900021071,6510.825970127941,6134.84070111083,6229.477594682957
omegacsd_SPIRIL,rmsd19-opt.mol,57,6055.31625304112,6212.546913848202,6403.856907354039,6503.418283597476,6128.084130955467,6222.167592551334
omegacsd_SPIRIL,rmsd121-opt.mol,57,6055.387424114078,6215.389726270747,6410.414287178661,6509.950606968884,6134.995099815669,6229.136355033677
omegacsd_SPIRIL,rmsd20-opt.mol,57,6054.498863146937,6212.113668760643,6404.861813567913,6504.254634492788,6129.450344571377,6223.636272188465
omegacsd_SPIRIL,rmsd246-opt.mol,57,6056.577511317089,6215.849163603489,6410.601485803568,6510.075675881275,6135.189389297494,6229.331579504567
omegacsd_SIHVUA,rmsd157-opt.mol,26,2807.05883698616,2892.790261814762,3009.201372249992,3059.662012802754,2852.927859674892,2900.6200486674393
omegacsd_SIHVUA,rmsd171-opt.mol,26,2806.346875129602,2891.9571614183674,3008.456505960044,3058.6698262059917,2852.1665275365417,2899.634789775004
omegacsd_SIHVUA,rmsd124-opt.mol,26,2805.8992288448953,2891.35825383084,3007.8330439269916,3057.8792646763595,2851.534537650103,2898.8716190339487
omegacsd_SIHVUA,rmsd119-opt.mol,26,2806.746008716011,2892.381834726486,3008.8663261191623,3059.221971787605,2852.5693760655645,2900.174755397935
omegacsd_SIHVUA,rmsd118-opt.mol,26,2806.2160604789615,2891.804940171187,3008.3205623087038,3058.5136328239314,2852.0032621230766,2899.4655128207655
omegacsd_SIHVUA,rmsd158-opt.mol,26,2807.3044359819346,2893.0093881210973,3009.4149011719896,3059.7769537122704,2853.1756882647073,2900.7615646027193
omegacsd_SIHVUA,rmsd115-opt.mol,26,2806.729007580013,2892.4017142265393,3008.9008265895995,3059.202286815713,2852.6157176397296,2900.156193667813
omegacsd_SIHVUA,rmsd143-opt.mol,26,2806.972256099704,2892.6907701882146,3009.1104022020877,3059.472216288724,2852.840234252756,2900.4383407505325
omegacsd_SIHVUA,rmsd128-opt.mol,26,2807.3289796557556,2892.9264690198606,3009.3868075731057,3059.7429426988942,2853.1160309394627,2900.720443907483
omegacsd_SIHVUA,rmsd17-opt.mol,26,2807.040294014064,2892.6958843905204,3009.075908006679,3059.3578464130633,2852.8412319928184,2900.3769263988074
omegacsd_VEXROF,rmsd57-opt.mol,42,4469.421858047754,4611.937358782186,4774.745538343624,4812.482933962964,4548.946269712454,4580.901451213567
omegacsd_VEXROF,rmsd156-opt.mol,42,4470.378074326738,4610.767461503651,4771.987816205088,4810.203166961665,4545.502786401015,4578.02608359977
omegacsd_VEXROF,rmsd118-opt.mol,42,4470.329498090141,4610.522500632315,4771.751753417947,4809.9603458975325,4545.180121032056,4577.737924976562
omegacsd_VEXROF,rmsd111-opt.mol,42,4473.237612426805,4613.433159378537,4774.327811565202,4812.104257098743,4547.497833530871,4579.576860300724
omegacsd_VEXROF,rmsd96-opt.mol,42,4469.57199338934,4611.95822974713,4774.628733731146,4813.052379980736,4548.658650747389,4581.1865789661315
omegacsd_VEXROF,rmsd114-opt.mol,42,4470.448933428916,4610.585282954627,4771.761900246049,4809.99223592879,4545.2017575585905,4577.78334411186
